id,score,text,episode,start_time,end_time,start_frame,end_frame
PwulFI8BYtCDorbFC3Cq,1.0,從一個星期開始吧?,4,"00:12:06,726","00:12:08,643",17423,17469
QQulFI8BYtCDorbFC3Cq,1.0,不然就到辦完演唱會為止,4,"00:12:14,400","00:12:16,234",17607,17651
RAulFI8BYtCDorbFC3Cq,1.0,"大家一起來試試看吧, 好嗎",4,"00:12:21,949","00:12:24,909",17788,17859
RgulFI8BYtCDorbFC3Cq,1.0,每次講話都好沉重喔,4,"00:12:31,041","00:12:33,126",18006,18056
RwulFI8BYtCDorbFC3Cq,1.0,我亂說的,4,"00:12:34,044","00:12:35,295",18078,18108
SAulFI8BYtCDorbFC3Cq,1.0,我會加油的,4,"00:12:35,296","00:12:36,171",18108,18129
SwulFI8BYtCDorbFC3Cq,1.0,我不是 這傢伙 我叫愛音,4,"00:12:40,050","00:12:42,594",18222,18283
TAulFI8BYtCDorbFC3Cq,1.0,我沒聽見,4,"00:12:42,595","00:12:43,928",18283,18315
TgulFI8BYtCDorbFC3Cq,1.0,真是奇怪的一天,4,"00:12:49,477","00:12:51,895",18448,18506
UwulFI8BYtCDorbFC3Cq,1.0,發生什麼好事了嗎,4,"00:13:36,190","00:13:38,066",19568,19613
VgulFI8BYtCDorbFC3Cq,1.0,我們的樂團啊,4,"00:13:46,784","00:13:48,535",19822,19864
XwulFI8BYtCDorbFC3Cq,1.0,算什麼正常狀態,4,"00:14:20,317","00:14:22,569",20626,20680
YgulFI8BYtCDorbFC3Cq,1.0,是你問我的吧,4,"00:14:33,080","00:14:34,873",20932,20975
YwulFI8BYtCDorbFC3Cq,1.0,立希同學要去打工嗎,4,"00:14:34,874","00:14:36,499",20975,21014
ZAulFI8BYtCDorbFC3Cq,1.0,你找到新的樂團成員了嗎,4,"00:14:41,797","00:14:44,090",21141,21196
aAulFI8BYtCDorbFC3Cq,1.0,真的嗎?,4,"00:14:55,728","00:14:56,811",21475,21501
cAulFI8BYtCDorbFC3Cq,1.0,首先果然是樂器的分配吧,4,"00:15:26,759","00:15:29,385",22219,22282
cQulFI8BYtCDorbFC3Cq,1.0,為什麼是由你來主持啊,4,"00:15:29,386","00:15:31,137",22282,22324
cgulFI8BYtCDorbFC3Cq,1.0,我很擅長這方面的事喔,4,"00:15:31,138","00:15:32,972",22324,22368
cwulFI8BYtCDorbFC3Cq,1.0,而且我以前也當過學生會長,4,"00:15:32,973","00:15:35,016",22368,22417
eQulFI8BYtCDorbFC3Cq,1.0,我都會全力以赴的,4,"00:15:52,868","00:15:54,869",22845,22893
ewulFI8BYtCDorbFC3Cq,1.0,我是吉他歌手嘛,4,"00:15:56,246","00:15:57,664",22926,22960
fAulFI8BYtCDorbFC3Cq,1.0,燈負責主唱,4,"00:15:57,665","00:15:59,332",22960,23000
fgulFI8BYtCDorbFC3Cq,1.0,真拿你沒辦法,4,"00:16:03,003","00:16:05,088",23088,23138
fwulFI8BYtCDorbFC3Cq,1.0,那就吉他歌手配主唱好了,4,"00:16:05,089","00:16:07,632",23138,23199
gAulFI8BYtCDorbFC3Cq,1.0,你是指雙主唱嗎,4,"00:16:07,633","00:16:09,759",23199,23250
gwulFI8BYtCDorbFC3Cq,1.0,那吉他歌手要站正中央嗎,4,"00:16:13,931","00:16:16,099",23350,23402
hAulFI8BYtCDorbFC3Cq,1.0,那樣更糟糕,4,"00:16:16,100","00:16:17,016",23402,23424
hgulFI8BYtCDorbFC3Cq,1.0,又沒規定正中央一定得是主唱,4,"00:16:18,644","00:16:21,229",23463,23525
hwulFI8BYtCDorbFC3Cq,1.0,還是要排一列,4,"00:16:22,272","00:16:23,690",23550,23584
iQulFI8BYtCDorbFC3Cq,1.0,我待在後面比較自在,4,"00:16:27,695","00:16:29,612",23680,23726
jQulFI8BYtCDorbFC3Cq,1.0,你是說樂團名吧?,4,"00:16:40,833","00:16:42,083",23995,24025
kQulFI8BYtCDorbFC3Cq,1.0,從剛才就一直這麼任性,4,"00:16:58,517","00:17:00,893",24419,24476
kgulFI8BYtCDorbFC3Cq,1.0,那我也把你的名字加進去吧,4,"00:17:00,894","00:17:03,229",24476,24532
kwulFI8BYtCDorbFC3Cq,1.0,"""立希""要怎麼寫啊?",4,"00:17:03,230","00:17:04,731",24532,24568
lAulFI8BYtCDorbFC3Cq,1.0,所以是 Rikki阿,4,"00:17:09,486","00:17:10,653",24682,24710
lQulFI8BYtCDorbFC3Cq,1.0,聽起來像Ukki一樣,4,"00:17:11,238","00:17:12,488",24724,24754
lgulFI8BYtCDorbFC3Cq,1.0,不過把樂團名取成 Ukki 好像不太好聽耶,4,"00:17:12,906","00:17:15,658",24764,24830
mAulFI8BYtCDorbFC3Cq,1.0,不能這樣說人家喔,4,"00:17:19,663","00:17:21,581",24926,24972
mgulFI8BYtCDorbFC3Cq,1.0,樂團名要不要下次再討論,4,"00:17:23,834","00:17:26,085",25026,25080
mwulFI8BYtCDorbFC3Cq,1.0,可是這很重要吧,4,"00:17:26,086","00:17:27,545",25080,25115
nAulFI8BYtCDorbFC3Cq,1.0,爽世同學也講一點提案嘛,4,"00:17:27,546","00:17:29,422",25115,25160
nQulFI8BYtCDorbFC3Cq,1.0,"Rikki, 你姓什麼?",4,"00:17:29,965","00:17:31,632",25173,25213
nwulFI8BYtCDorbFC3Cq,1.0,Rikki 就是 Rikki 阿,4,"00:17:32,968","00:17:34,510",25245,25282
oQulFI8BYtCDorbFC3Cq,1.0,她姓椎名,4,"00:17:36,638","00:17:37,805",25333,25361
pAulFI8BYtCDorbFC3Cq,1.0,別這樣嘛,4,"00:17:49,193","00:17:50,318",25634,25661
pQulFI8BYtCDorbFC3Cq,1.0,爽世同學呢?,4,"00:17:50,319","00:17:51,360",25661,25686
qAulFI8BYtCDorbFC3Cq,1.0,搞了半天什麼也沒決定好,4,"00:17:59,953","00:18:02,747",25892,25959
qQulFI8BYtCDorbFC3Cq,1.0,我沒想到還能回到從前那樣,4,"00:18:11,340","00:18:14,509",26165,26241
rQulFI8BYtCDorbFC3Cq,1.0,如果我當初也直升上去,4,"00:19:11,817","00:19:13,818",27615,27663
rgulFI8BYtCDorbFC3Cq,1.0,就能和你一起上學了吧,4,"00:19:13,819","00:19:15,653",27663,27707
rwulFI8BYtCDorbFC3Cq,1.0,下次見,4,"00:19:27,666","00:19:28,833",27995,28023
sQulFI8BYtCDorbFC3Cq,1.0,好厲害,4,"00:19:44,683","00:19:45,933",28403,28433
sgulFI8BYtCDorbFC3Cq,1.0,你還有什麼會彈的嗎,4,"00:19:45,934","00:19:47,935",28433,28481
swulFI8BYtCDorbFC3Cq,1.0,我什麼都會彈喔,4,"00:19:47,936","00:19:49,103",28481,28509
tgulFI8BYtCDorbFC3Cq,1.0,我看看喔,4,"00:19:52,441","00:19:54,400",28589,28636
twulFI8BYtCDorbFC3Cq,1.0,不會吧,4,"00:19:57,946","00:19:58,988",28721,28746
uAulFI8BYtCDorbFC3Cq,1.0,這個真的很難喔,4,"00:19:58,989","00:20:01,324",28746,28802
uQulFI8BYtCDorbFC3Cq,1.0,那只是和弦耶,4,"00:20:01,325","00:20:02,700",28802,28835
ugulFI8BYtCDorbFC3Cq,1.0,吉他是從和弦開始從和弦結束的,4,"00:20:02,701","00:20:06,120",28835,28917
uwulFI8BYtCDorbFC3Cq,1.0,雖然你這鼓手大概不會懂吧,4,"00:20:06,121","00:20:08,664",28917,28978
vQulFI8BYtCDorbFC3Cq,1.0,像是翻唱曲,4,"00:20:14,546","00:20:15,630",29119,29145
vgulFI8BYtCDorbFC3Cq,1.0,春日影就好了吧,4,"00:20:15,631","00:20:16,839",29145,29174
vwulFI8BYtCDorbFC3Cq,1.0,那首歌我只聽過一次耶,4,"00:20:19,593","00:20:22,511",29240,29310
wAulFI8BYtCDorbFC3Cq,1.0,但是,4,"00:20:22,512","00:20:23,471",29310,29333
xAulFI8BYtCDorbFC3Cq,1.0,說得也是,4,"00:20:36,610","00:20:37,777",29648,29676
yQulFI8BYtCDorbFC3Cq,1.0,謝謝大家,4,"00:22:36,271","00:22:38,022",32517,32559
ygulFI8BYtCDorbFC3Cq,1.0,彈得好開心喔,4,"00:22:38,440","00:22:40,316",32569,32614
zwulFI8BYtCDorbFC3Cq,1.0,被誇獎了,4,"00:22:50,202","00:22:51,410",32851,32880
0AulFI8BYtCDorbFC3Cq,1.0,真奈去拿點心過來,4,"00:22:52,204","00:22:53,829",32899,32938
0gulFI8BYtCDorbFC3Cq,1.0,我沒關係,4,"00:22:58,543","00:22:59,460",33051,33073
1QulFI8BYtCDorbFC3Cq,1.0,一個人各兩個,4,"00:23:03,423","00:23:05,049",33168,33207
1gulFI8BYtCDorbFC3Cq,1.0,真是累慘了,4,"00:23:13,558","00:23:15,101",33411,33448
1wulFI8BYtCDorbFC3Cq,1.0,是誰找她來的嗎,5,"00:00:05,463","00:00:06,839",130,163
2gulFI8BYtCDorbFC3Cq,1.0,好老舊喔,5,"00:00:41,207","00:00:42,833",987,1026
2wulFI8BYtCDorbFC3Cq,1.0,相當有歷史了呢,5,"00:00:42,834","00:00:44,710",1026,1071
3AulFI8BYtCDorbFC3Cq,1.0,這是我奶奶的,5,"00:00:45,045","00:00:46,336",1079,1110
3gulFI8BYtCDorbFC3Cq,1.0,那個 你是指玩什麼呢?,5,"00:00:48,590","00:00:51,884",1164,1243
3wulFI8BYtCDorbFC3Cq,1.0,這個女生偶爾會上台演奏吧?,5,"00:02:54,632","00:02:58,135",4186,4270
4gulFI8BYtCDorbFC3Cq,1.0,原來你喜歡抹茶啊,5,"00:03:05,143","00:03:06,852",4438,4479
5AulFI8BYtCDorbFC3Cq,1.0,的確是很好吃呢,5,"00:03:09,981","00:03:11,773",4554,4597
5gulFI8BYtCDorbFC3Cq,1.0,一起玩樂團,5,"00:03:14,736","00:03:15,819",4668,4694
5wulFI8BYtCDorbFC3Cq,1.0,那個 我想間的是,5,"00:03:15,820","00:03:17,446",4694,4733
6QulFI8BYtCDorbFC3Cq,1.0,為什麼?,5,"00:03:21,826","00:03:22,951",4838,4865
6wulFI8BYtCDorbFC3Cq,1.0,你的彈奏技巧那麼好,5,"00:03:27,165","00:03:28,874",4966,5007
7AulFI8BYtCDorbFC3Cq,1.0,應該也有其他樂團邀你吧?,5,"00:03:28,875","00:03:31,210",5007,5063
7QulFI8BYtCDorbFC3Cq,1.0,全都是一些無趣的女人,5,"00:03:32,587","00:03:34,963",5096,5153
7gulFI8BYtCDorbFC3Cq,1.0,但是,5,"00:03:37,050","00:03:38,091",5203,5228
7wulFI8BYtCDorbFC3Cq,1.0,你想幹嘛?,5,"00:03:44,057","00:03:45,432",5371,5404
8wulFI8BYtCDorbFC3Cq,1.0,樂團結束了嗎,5,"00:04:07,538","00:04:09,373",5934,5978
9AulFI8BYtCDorbFC3Cq,1.0,那個...,5,"00:04:14,671","00:04:16,755",6105,6155
9gulFI8BYtCDorbFC3Cq,1.0,你回來啦,5,"00:04:28,309","00:04:29,476",6432,6460
-wulFI8BYtCDorbFC3Cq,1.0,話說回來,5,"00:04:41,656","00:04:42,572",6752,6774
_QulFI8BYtCDorbFC3Cq,1.0,我不就變空氣了嗎,5,"00:04:45,076","00:04:46,910",6834,6878
_gulFI8BYtCDorbFC3Cq,1.0,怎麼辦啊,5,"00:04:47,328","00:04:49,329",6888,6936
AwulFI8BYtCDorbFC3Gq,1.0,春日影變了呢,5,"00:05:07,890","00:05:10,934",7381,7454
BAulFI8BYtCDorbFC3Gq,1.0,你沒有必要顧慮祥子,5,"00:05:18,609","00:05:20,819",7638,7691
BgulFI8BYtCDorbFC3Gq,1.0,真的覺得很開心,5,"00:05:27,952","00:05:29,536",7862,7900
CQulFI8BYtCDorbFC3Gq,1.0,接下來是 這樣?,5,"00:05:46,262","00:05:49,556",8301,8380
CgulFI8BYtCDorbFC3Gq,1.0,反正現在才開始練習也不可能馬上進步,5,"00:05:56,481","00:06:00,275",8546,8637
CwulFI8BYtCDorbFC3Gq,1.0,晚安喵姆喵姆,5,"00:06:04,322","00:06:06,073",8734,8776
DAulFI8BYtCDorbFC3Gq,1.0,今天也來為大家介紹推薦的化妝品吧,5,"00:06:06,074","00:06:09,493",8776,8858
DgulFI8BYtCDorbFC3Gq,1.0,今天介紹的是能簡單上手的完美化妝,5,"00:06:13,414","00:06:16,917",8952,9036
DwulFI8BYtCDorbFC3Gq,1.0,學會這個早上再忙也沒問題了,5,"00:06:16,918","00:06:19,544",9036,9099
FAulFI8BYtCDorbFC3Gq,1.0,新歌,5,"00:06:36,687","00:06:37,854",9510,9538
FQulFI8BYtCDorbFC3Gq,1.0,然後吉他的部分,5,"00:06:37,855","00:06:39,439",9538,9576
FgulFI8BYtCDorbFC3Gq,1.0,我想一開始還是簡單一點的比較好,5,"00:06:39,440","00:06:42,317",9576,9645
FwulFI8BYtCDorbFC3Gq,1.0,"你想嘛, 還有其他東西得準備",5,"00:06:42,318","00:06:44,277",9645,9692
GQulFI8BYtCDorbFC3Gq,1.0,愛音 對不起,5,"00:06:45,905","00:06:47,948",9731,9780
IAulFI8BYtCDorbFC3Gq,1.0,都還是會空出一段時間,5,"00:07:07,343","00:07:09,594",10245,10299
IgulFI8BYtCDorbFC3Gq,1.0,能問的樂團我都有去問過了,5,"00:07:12,598","00:07:15,350",10371,10437
JgulFI8BYtCDorbFC3Gq,1.0,是這樣嗎,5,"00:07:33,327","00:07:34,453",10868,10895
KwulFI8BYtCDorbFC3Gq,1.0,那分配到的時間呢?,5,"00:07:43,463","00:07:44,963",11111,11147
LQulFI8BYtCDorbFC3Gq,1.0,應該能唱個兩首吧,5,"00:07:45,923","00:07:47,382",11170,11205
LgulFI8BYtCDorbFC3Gq,1.0,我們還沒一起演奏過,5,"00:07:48,551","00:07:51,052",11233,11293
NAulFI8BYtCDorbFC3Gq,1.0,了解,5,"00:08:20,708","00:08:21,541",12004,12024
NwulFI8BYtCDorbFC3Gq,1.0,當然好啊,5,"00:08:28,758","00:08:29,549",12197,12216
OQulFI8BYtCDorbFC3Gq,1.0,我想選這個和這個時段,5,"00:08:31,385","00:08:33,595",12260,12313
OgulFI8BYtCDorbFC3Gq,1.0,那段時間有點...,5,"00:08:33,596","00:08:35,347",12313,12355
PAulFI8BYtCDorbFC3Gq,1.0,我想也不用一次就預約這麼多時段吧,5,"00:08:36,265","00:08:40,519",12377,12479
PwulFI8BYtCDorbFC3Gq,1.0,是這樣啊,5,"00:08:42,813","00:08:44,689",12534,12579
QAulFI8BYtCDorbFC3Gq,1.0,還有這個時段,5,"00:08:45,691","00:08:46,566",12603,12624
QQulFI8BYtCDorbFC3Gq,1.0,演唱會該怎麼辦才好呢,5,"00:08:51,489","00:08:53,365",12742,12787
QwulFI8BYtCDorbFC3Gq,1.0,我看還是別參加比較好吧,5,"00:08:57,870","00:09:00,664",12895,12962
RQulFI8BYtCDorbFC3Gq,1.0,我不想參加演唱會,5,"00:09:08,923","00:09:12,133",13160,13237
RwulFI8BYtCDorbFC3Gq,1.0,而且也沒有服裝啊,5,"00:09:16,722","00:09:18,014",13347,13378
SwulFI8BYtCDorbFC3Gq,1.0,會結束掉的,5,"00:09:29,318","00:09:30,569",13649,13679
TQulFI8BYtCDorbFC3Gq,1.0,你一定很不安吧,5,"00:09:53,467","00:09:55,510",14228,14277
UAulFI8BYtCDorbFC3Gq,1.0,"立希, 你還好嗎",5,"00:10:15,781","00:10:17,991",14763,14816
UQulFI8BYtCDorbFC3Gq,1.0,CRYCHIC 解散的事,5,"00:10:20,536","00:10:23,204",14877,14941
UwulFI8BYtCDorbFC3Gq,1.0,"但是, 再這樣下去",5,"00:10:26,751","00:10:29,044",15026,15081
VQulFI8BYtCDorbFC3Gq,1.0,還是別參加演唱會了吧,5,"00:10:32,214","00:10:34,841",15157,15220
VwulFI8BYtCDorbFC3Gq,1.0,在錄音室玩樂團就好...,5,"00:10:45,436","00:10:48,063",15474,15537
WgulFI8BYtCDorbFC3Gq,1.0,覺得那首歌唱的就是我,5,"00:10:53,152","00:10:55,070",15659,15705
XAulFI8BYtCDorbFC3Gq,1.0,全部化為了歌聲,5,"00:10:58,032","00:11:00,450",15776,15834
XQulFI8BYtCDorbFC3Gq,1.0,讓我覺得這樣的自己也能繼續活下去,5,"00:11:01,160","00:11:04,454",15851,15930
YAulFI8BYtCDorbFC3Gq,1.0,我以為燈的想法也和我一樣,5,"00:11:13,089","00:11:15,090",16137,16185
YgulFI8BYtCDorbFC3Gq,1.0,可是...,5,"00:11:16,384","00:11:16,633",16216,16222
YwulFI8BYtCDorbFC3Gq,1.0,你怎麼不將這些話告訴小燈呢,5,"00:11:16,634","00:11:19,511",16222,16291
ZAulFI8BYtCDorbFC3Gq,1.0,因為這些都是我自私的想法,5,"00:11:20,763","00:11:23,056",16321,16376
ZgulFI8BYtCDorbFC3Gq,1.0,所以CRYCHIC才會彼此擦肩而過,5,"00:11:32,400","00:11:35,485",16600,16674
cQulFI8BYtCDorbFC3Gq,1.0,現在的我們像是一盤散沙,5,"00:12:49,643","00:12:53,313",18452,18540
dAulFI8BYtCDorbFC3Gq,1.0,避免大家不理解彼此的想法吧,5,"00:13:00,654","00:13:04,365",18716,18805
eAulFI8BYtCDorbFC3Gq,1.0,我認為還是參加演唱會比較好,5,"00:13:12,792","00:13:15,126",19007,19063
fgulFI8BYtCDorbFC3Gq,1.0,為了不讓樂團失敗,5,"00:13:32,228","00:13:33,895",19473,19513
fwulFI8BYtCDorbFC3Gq,1.0,我想參加演唱會,5,"00:13:33,896","00:13:35,897",19513,19561
gAulFI8BYtCDorbFC3Gq,1.0,可是小燈都說她不想參加演唱會了吧,5,"00:13:36,357","00:13:39,275",19572,19642
gQulFI8BYtCDorbFC3Gq,1.0,而且就算要參加演唱會,5,"00:13:39,902","00:13:41,611",19657,19698
ggulFI8BYtCDorbFC3Gq,1.0,但這次未免太急促了吧?,5,"00:13:41,612","00:13:43,112",19698,19734
hAulFI8BYtCDorbFC3Gq,1.0,在萬全的狀態下參加演唱會吧,5,"00:13:44,323","00:13:46,407",19763,19813
hwulFI8BYtCDorbFC3Gq,1.0,從剛才一直假裝站在燈那邊,5,"00:13:52,122","00:13:54,374",19950,20004
jAulFI8BYtCDorbFC3Gq,1.0,我沒有逃避啊,5,"00:14:06,929","00:14:08,513",20305,20343
jgulFI8BYtCDorbFC3Gq,1.0,說要練習也是每次都在找理由,5,"00:14:10,099","00:14:12,267",20381,20433
kAulFI8BYtCDorbFC3Gq,1.0,只會靠瞎扯舞台的站位和取樂團名,5,"00:14:14,270","00:14:17,021",20481,20547
kQulFI8BYtCDorbFC3Gq,1.0,或G和弦F和弦來展現幹勁,5,"00:14:17,022","00:14:18,773",20547,20589
kgulFI8BYtCDorbFC3Gq,1.0,不確定要辦演唱會你一定會逃避到底,5,"00:14:18,774","00:14:21,025",20589,20643
kwulFI8BYtCDorbFC3Gq,1.0,你之前一直都是這樣,5,"00:14:22,027","00:14:23,903",20667,20712
lAulFI8BYtCDorbFC3Gq,1.0,我沒有逃避,5,"00:14:25,906","00:14:27,282",20760,20793
lgulFI8BYtCDorbFC3Gq,1.0,嘴巴上說沒有逃避,5,"00:14:47,678","00:14:49,053",21282,21315
lwulFI8BYtCDorbFC3Gq,1.0,但現在明明就拼命在逃,5,"00:14:49,054","00:14:51,014",21315,21362
mwulFI8BYtCDorbFC3Gq,1.0,真的好久不見了,5,"00:14:57,730","00:14:58,980",21523,21553
nAulFI8BYtCDorbFC3Gq,1.0,英國過得怎麼樣?,5,"00:14:58,981","00:15:00,315",21553,21585
nQulFI8BYtCDorbFC3Gq,1.0,那邊已經開始放假了嗎,5,"00:15:00,316","00:15:01,900",21585,21623
nwulFI8BYtCDorbFC3Gq,1.0,奇怪? 英國呢?,5,"00:15:07,740","00:15:09,657",21763,21809
oAulFI8BYtCDorbFC3Gq,1.0,你不是去留學了嗎,5,"00:15:09,658","00:15:11,075",21809,21843
oQulFI8BYtCDorbFC3Gq,1.0,千早?,5,"00:15:15,331","00:15:16,414",21945,21971
ogulFI8BYtCDorbFC3Gq,1.0,千早? 你怎麼了?,5,"00:15:18,417","00:15:19,417",22019,22043
owulFI8BYtCDorbFC3Gq,1.0,"糟糕, 已經不行了",5,"00:15:19,418","00:15:22,337",22043,22113
pAulFI8BYtCDorbFC3Gq,1.0,我已經徹底失敗了,5,"00:15:23,339","00:15:25,548",22137,22190
pQulFI8BYtCDorbFC3Gq,1.0,那個 我,5,"00:15:32,139","00:15:34,182",22348,22397
qAulFI8BYtCDorbFC3Gq,1.0,她現在該不會是在安慰我吧?,5,"00:16:19,937","00:16:23,606",23494,23582
qgulFI8BYtCDorbFC3Gq,1.0,Rikki講的那些其實都是對的,5,"00:16:40,791","00:16:43,960",23994,24070
qwulFI8BYtCDorbFC3Gq,1.0,我入學的時間不是很奇怪嗎,5,"00:16:45,504","00:16:48,923",24107,24189
rgulFI8BYtCDorbFC3Gq,1.0,然後我就逃走了,5,"00:16:58,017","00:16:59,976",24407,24454
swulFI8BYtCDorbFC3Gq,1.0,我要去念月之森,5,"00:17:14,408","00:17:15,742",24800,24832
tAulFI8BYtCDorbFC3Gq,1.0,好厲害喔,5,"00:17:16,410","00:17:17,702",24848,24879
tQulFI8BYtCDorbFC3Gq,1.0,千早呢?,5,"00:17:17,703","00:17:18,703",24879,24903
tgulFI8BYtCDorbFC3Gq,1.0,我大概會去英國留學吧,5,"00:17:19,621","00:17:22,206",24925,24987
uQulFI8BYtCDorbFC3Gq,1.0,真的好厲害喔,5,"00:17:27,296","00:17:28,588",25109,25140
vwulFI8BYtCDorbFC3Gq,1.0,"Oh, are you new here?",5,"00:18:10,798","00:18:12,590",26152,26195
wAulFI8BYtCDorbFC3Gq,1.0,I am...,5,"00:18:12,966","00:18:14,008",26204,26229
xQulFI8BYtCDorbFC3Gq,1.0,I'd like to get an MBA in the future.,5,"00:18:26,814","00:18:29,524",26536,26601
xgulFI8BYtCDorbFC3Gq,1.0,and then,5,"00:18:29,525","00:18:30,358",26601,26621
ywulFI8BYtCDorbFC3Gq,1.0,"Hurry up, Ann",5,"00:18:43,038","00:18:44,372",26925,26957
zAulFI8BYtCDorbFC3Gq,1.0,My name is Anon Chihaya,5,"00:18:48,585","00:18:51,254",27058,27122
zQulFI8BYtCDorbFC3Gq,1.0,Not Ann,5,"00:18:51,255","00:18:52,672",27122,27156
zgulFI8BYtCDorbFC3Gq,1.0,You ok? Ann?,5,"00:19:12,901","00:19:14,443",27641,27678
0AulFI8BYtCDorbFC3Gq,1.0,Sorry,5,"00:19:30,043","00:19:30,918",28052,28073
0gulFI8BYtCDorbFC3Gq,1.0,剛才遇見的是我的國中朋友,5,"00:19:40,220","00:19:43,347",28296,28371
1gulFI8BYtCDorbFC3Gq,1.0,我的人生已經失敗了吧,5,"00:19:53,192","00:19:55,735",28607,28668
1wulFI8BYtCDorbFC3Gq,1.0,你沒有失敗,5,"00:19:57,070","00:19:58,237",28700,28728
2AulFI8BYtCDorbFC3Gq,1.0,是愛音告訴我,5,"00:19:59,364","00:20:00,573",28755,28784
2QulFI8BYtCDorbFC3Gq,1.0,只要好好加油就行了的,5,"00:20:00,574","00:20:03,159",28784,28846
2gulFI8BYtCDorbFC3Gq,1.0,然後 可是你卻,5,"00:20:03,160","00:20:06,037",28846,28915
2wulFI8BYtCDorbFC3Gq,1.0,你在做什麼...,5,"00:20:16,423","00:20:18,174",29164,29206
3AulFI8BYtCDorbFC3Gq,1.0,迷失,5,"00:20:24,640","00:20:26,098",29361,29396
3QulFI8BYtCDorbFC3Gq,1.0,愛音一直在前進著,5,"00:20:27,434","00:20:30,853",29428,29510
4AulFI8BYtCDorbFC3Gq,1.0,試著繼續前進,5,"00:20:38,528","00:20:40,196",29694,29734
5AulFI8BYtCDorbFC3Gq,1.0,我也一樣,5,"00:20:59,341","00:21:00,758",30193,30227
6gulFI8BYtCDorbFC3Gq,1.0,我們要...,5,"00:21:49,850","00:21:51,017",31404,31432
7wulFI8BYtCDorbFC3Gq,1.0,有了有了,6,"00:00:46,379","00:00:47,629",1111,1141
8QulFI8BYtCDorbFC3Gq,1.0,有辦法彈到最後嗎,6,"00:01:09,611","00:01:10,903",1668,1699
8gulFI8BYtCDorbFC3Gq,1.0,還有成長空間,6,"00:01:11,738","00:01:13,405",1719,1759
8wulFI8BYtCDorbFC3Gq,1.0,"關於這個, 要演奏什麼歌呢?",6,"00:01:14,365","00:01:17,826",1782,1865
9AulFI8BYtCDorbFC3Gq,1.0,我有找到幾首不錯的喔,6,"00:01:17,827","00:01:19,870",1865,1914
9QulFI8BYtCDorbFC3Gq,1.0,春日影就好了吧,6,"00:01:19,871","00:01:21,246",1914,1947
-AulFI8BYtCDorbFC3Gq,1.0,那是... 歌詞嗎,6,"00:01:31,299","00:01:34,718",2188,2270
_AulFI8BYtCDorbFC3Gq,1.0,你是在寫這個啊,6,"00:01:43,186","00:01:44,812",2473,2512
_gulFI8BYtCDorbFC3Gq,1.0,幹嘛這樣阿,6,"00:01:47,190","00:01:48,774",2569,2607
_wulFI8BYtCDorbFC3Gq,1.0,正好能在第一次演唱會上演奏,6,"00:01:49,442","00:01:51,401",2623,2670
AwulFI8BYtCDorbFC3Kq,1.0,我知道了,6,"00:02:05,667","00:02:06,959",3012,3043
BgulFI8BYtCDorbFC3Kq,1.0,還在學就是了,6,"00:02:14,342","00:02:15,926",3220,3258
BwulFI8BYtCDorbFC3Kq,1.0,既然燈都為我們寫歌詞了,6,"00:02:15,927","00:02:17,719",3258,3301
DQulFI8BYtCDorbFC3Kq,1.0,今天放學回家後我想找小祥談談,6,"00:04:13,711","00:04:17,506",6082,6173
DwulFI8BYtCDorbFC3Kq,1.0,我不去,6,"00:04:22,929","00:04:23,971",6303,6328
EAulFI8BYtCDorbFC3Kq,1.0,為什麼呢?,6,"00:04:23,972","00:04:25,097",6328,6355
EQulFI8BYtCDorbFC3Kq,1.0,今天應該不是練鋼琴的日子吧?,6,"00:04:25,098","00:04:28,976",6355,6448
EgulFI8BYtCDorbFC3Kq,1.0,我不去,6,"00:04:32,438","00:04:33,438",6531,6555
GQulFI8BYtCDorbFC3Kq,1.0,你在等我們放學阿,6,"00:05:45,511","00:05:47,220",8283,8324
GwulFI8BYtCDorbFC3Kq,1.0,爽世同學之前推薦的精油,6,"00:05:48,765","00:05:50,599",8361,8405
HAulFI8BYtCDorbFC3Kq,1.0,超有放鬆效果的耶,6,"00:05:50,600","00:05:52,517",8405,8451
IAulFI8BYtCDorbFC3Kq,1.0,我翹掉了,6,"00:06:06,532","00:06:07,366",8787,8807
IQulFI8BYtCDorbFC3Kq,1.0,你說學校嗎,6,"00:06:07,992","00:06:08,867",8822,8843
IgulFI8BYtCDorbFC3Kq,1.0,根本不良少女,6,"00:06:08,868","00:06:10,160",8843,8874
JgulFI8BYtCDorbFC3Kq,1.0,我播了喔,6,"00:06:16,751","00:06:17,667",9032,9054
KAulFI8BYtCDorbFC3Kq,1.0,還真的是首歌耶,6,"00:06:36,312","00:06:37,646",9501,9533
LQulFI8BYtCDorbFC3Kq,1.0,那我把樂譜傳給你們,6,"00:07:01,838","00:07:03,463",10113,10152
LgulFI8BYtCDorbFC3Kq,1.0,上面什麼都沒寫啊,6,"00:07:07,593","00:07:09,177",10251,10289
LwulFI8BYtCDorbFC3Kq,1.0,不是有寫和弦嗎,6,"00:07:09,178","00:07:10,470",10289,10320
MAulFI8BYtCDorbFC3Kq,1.0,再聽聲音彈就好了,6,"00:07:10,471","00:07:11,805",10320,10352
MwulFI8BYtCDorbFC3Kq,1.0,立希 沒辦法用電腦快速寫一份嗎,6,"00:07:15,893","00:07:18,645",10450,10516
NAulFI8BYtCDorbFC3Kq,1.0,沒有那個我不會彈啦,6,"00:07:20,356","00:07:22,274",10557,10603
